review_id,category,verified_purchase,stars,review_text
R0001836,pet,1,4,Five stars. Easy to use and the smell is solid.
R0001837,fitness,1,3,Decent overall. The fit could be better.
R0001838,beauty,1,5,Great value. Fast shipping and the irritation is excellent.
R0001839,electronics,1,5,Surprisingly good. The screen exceeded my expectations.
R0001840,pet,1,4,Five stars. Easy to use and the training is solid.
R0001841,beauty,1,5,Love it — texture is great and it works as expected.
R0001842,electronics,1,5,Surprisingly good. The charging exceeded my expectations.
R0001843,home,1,5,Surprisingly good. The size exceeded my expectations.
R0001844,pet,1,5,Five stars. Easy to use and the my cat is solid.
R0001845,beauty,1,1,Not worth it. The skin failed after a week.
R0001846,electronics,1,5,Great value. Fast shipping and the bluetooth is excellent.
R0001847,electronics,1,5,Great value. Fast shipping and the battery life is excellent.
R0001848,home,0,2,Not worth it. The delivery failed after a week.
R0001849,home,1,3,Decent overall. The packaging could be better.
R0001850,beauty,0,5,Surprisingly good. The irritation exceeded my expectations.
R0001851,fitness,0,1,Poor quality. The durable is frustrating to deal with.
R0001852,pet,1,4,Five stars. Easy to use and the smell is solid.
R0001853,fitness,1,5,Love it — workout is great and it works as expected.
R0001854,pet,1,5,Five stars. Easy to use and the taste is solid.
R0001855,pet,1,4,Surprisingly good. The training exceeded my expectations.
R0001856,home,1,5,Surprisingly good. The quality exceeded my expectations.
R0001857,electronics,1,5,Great value. Fast shipping and the sound quality is excellent.
R0001858,home,1,3,It’s okay. The packaging is fine but nothing special.
R0001859,electronics,1,3,Average. The battery life meets the basics.
R0001860,home,1,4,Love it — assembly is great and it works as expected.
R0001861,home,1,3,Average. The packaging meets the basics.
R0001862,home,1,3,Decent overall. The packaging could be better.
R0001863,fitness,0,1,Poor quality. The durable is frustrating to deal with.
R0001864,home,1,5,Great value. Fast shipping and the assembly is excellent.
R0001865,pet,1,4,Great value. Fast shipping and the training is excellent.
R0001866,pet,1,4,Surprisingly good. The training exceeded my expectations.
R0001867,pet,1,3,Average. The ingredients meets the basics.
R0001868,fitness,1,4,Surprisingly good. The comfort exceeded my expectations.
R0001869,electronics,1,5,Surprisingly good. The sound quality exceeded my expectations.
R0001870,beauty,1,5,Great value. Fast shipping and the irritation is excellent.
R0001871,home,1,5,Five stars. Easy to use and the packaging is solid.
R0001872,home,1,5,Five stars. Easy to use and the instructions is solid.
R0001873,fitness,1,5,Great value. Fast shipping and the grip is excellent.
R0001874,electronics,0,5,Surprisingly good. The screen exceeded my expectations.
R0001875,fitness,1,2,Disappointed — the comfort is not good and support was unhelpful.
R0001876,pet,1,4,Great value. Fast shipping and the my cat is excellent.
R0001877,home,0,5,Five stars. Easy to use and the size is solid.
R0001878,pet,1,5,Surprisingly good. The my dog exceeded my expectations.
R0001879,electronics,0,5,Love it — sound quality is great and it works as expected.
R0001880,fitness,1,5,Love it — workout is great and it works as expected.
R0001881,pet,0,1,Not worth it. The taste failed after a week.
R0001882,beauty,0,4,Five stars. Easy to use and the hydrating is solid.
R0001883,fitness,1,5,Great value. Fast shipping and the grip is excellent.
R0001884,electronics,1,1,Disappointed — the setup is not good and support was unhelpful.
R0001885,fitness,0,4,Great value. Fast shipping and the workout is excellent.
R0001886,fitness,1,5,Great value. Fast shipping and the comfort is excellent.
R0001887,beauty,1,5,Surprisingly good. The texture exceeded my expectations.
R0001888,beauty,1,4,Five stars. Easy to use and the scent is solid.
R0001889,beauty,1,2,Poor quality. The irritation is frustrating to deal with.
R0001890,fitness,1,4,Five stars. Easy to use and the grip is solid.
R0001891,home,1,1,One star. The size was misleading in the description.
R0001892,home,0,5,Surprisingly good. The delivery exceeded my expectations.
R0001893,home,1,3,Decent overall. The quality could be better.
R0001894,beauty,0,5,Love it — hydrating is great and it works as expected.
R0001895,home,1,3,Decent overall. The instructions could be better.
R0001896,electronics,1,2,Not worth it. The charging failed after a week.
R0001897,home,1,3,Decent overall. The delivery could be better.
R0001898,electronics,1,3,It’s okay. The setup is fine but nothing special.
R0001899,pet,1,5,Five stars. Easy to use and the taste is solid.
R0001900,pet,0,4,Great value. Fast shipping and the my dog is excellent.
R0001901,electronics,1,4,Love it — setup is great and it works as expected.
R0001902,fitness,1,4,Surprisingly good. The durable exceeded my expectations.
R0001903,home,1,3,Average. The assembly meets the basics.
R0001904,electronics,1,4,Five stars. Easy to use and the setup is solid.
R0001905,fitness,1,5,Five stars. Easy to use and the workout is solid.
R0001906,pet,0,4,Five stars. Easy to use and the my dog is solid.
R0001907,fitness,1,1,Poor quality. The sweat is frustrating to deal with.
R0001908,fitness,1,4,Great value. Fast shipping and the durable is excellent.
R0001909,electronics,1,3,It’s okay. The charging is fine but nothing special.
R0001910,home,1,4,Surprisingly good. The delivery exceeded my expectations.
R0001911,electronics,0,2,Disappointed — the sound quality is not good and support was unhelpful.
R0001912,beauty,1,5,Great value. Fast shipping and the scent is excellent.
R0001913,fitness,1,4,Surprisingly good. The grip exceeded my expectations.
R0001914,home,1,3,It’s okay. The size is fine but nothing special.
R0001915,electronics,1,5,Great value. Fast shipping and the bluetooth is excellent.
R0001916,electronics,0,4,Great value. Fast shipping and the screen is excellent.
R0001917,beauty,0,4,Five stars. Easy to use and the hydrating is solid.
R0001918,fitness,0,2,Not worth it. The sweat failed after a week.
R0001919,fitness,1,5,Surprisingly good. The grip exceeded my expectations.
R0001920,pet,1,3,Decent overall. The ingredients could be better.
R0001921,pet,1,5,Surprisingly good. The smell exceeded my expectations.
R0001922,electronics,1,4,Surprisingly good. The screen exceeded my expectations.
R0001923,home,1,3,Decent overall. The instructions could be better.
R0001924,electronics,1,2,Poor quality. The screen is frustrating to deal with.
R0001925,home,1,1,Disappointed — the quality is not good and support was unhelpful.
R0001926,home,1,4,Five stars. Easy to use and the packaging is solid.
R0001927,electronics,1,5,Surprisingly good. The charging exceeded my expectations.
R0001928,fitness,0,5,Love it — durable is great and it works as expected.
R0001929,electronics,1,5,Love it — setup is great and it works as expected.
R0001930,beauty,0,5,Five stars. Easy to use and the skin is solid.
R0001931,electronics,1,5,Five stars. Easy to use and the screen is solid.
R0001932,electronics,1,4,Five stars. Easy to use and the screen is solid.
R0001933,fitness,1,5,Surprisingly good. The fit exceeded my expectations.
R0001934,electronics,1,5,Five stars. Easy to use and the battery life is solid.
R0001935,pet,1,3,It’s okay. The smell is fine but nothing special.
R0001936,electronics,1,5,Surprisingly good. The screen exceeded my expectations.
R0001937,fitness,1,4,Love it — comfort is great and it works as expected.
R0001938,electronics,1,3,Decent overall. The charging could be better.
R0001939,fitness,1,4,Surprisingly good. The grip exceeded my expectations.
R0001940,home,1,3,It’s okay. The size is fine but nothing special.
R0001941,pet,0,1,Poor quality. The smell is frustrating to deal with.
R0001942,home,0,4,Great value. Fast shipping and the size is excellent.
R0001943,pet,1,4,Five stars. Easy to use and the my dog is solid.
R0001944,home,1,4,Surprisingly good. The packaging exceeded my expectations.
R0001945,electronics,0,4,Surprisingly good. The charging exceeded my expectations.
R0001946,home,1,4,Surprisingly good. The size exceeded my expectations.
R0001947,fitness,0,5,Five stars. Easy to use and the durable is solid.
R0001948,pet,1,4,Surprisingly good. The training exceeded my expectations.
R0001949,pet,1,5,Great value. Fast shipping and the ingredients is excellent.
R0001950,electronics,1,5,Love it — bluetooth is great and it works as expected.
R0001951,beauty,1,5,Five stars. Easy to use and the texture is solid.
R0001952,home,0,4,Five stars. Easy to use and the size is solid.
R0001953,electronics,1,3,Average. The battery life meets the basics.
R0001954,fitness,1,4,Five stars. Easy to use and the comfort is solid.
R0001955,electronics,1,2,Not worth it. The bluetooth failed after a week.
R0001956,fitness,1,2,Disappointed — the grip is not good and support was unhelpful.
R0001957,electronics,1,5,Surprisingly good. The screen exceeded my expectations.
R0001958,electronics,1,4,Great value. Fast shipping and the charging is excellent.
R0001959,home,0,1,Poor quality. The instructions is frustrating to deal with.
R0001960,fitness,1,5,Love it — workout is great and it works as expected.
R0001961,electronics,0,4,Five stars. Easy to use and the battery life is solid.
R0001962,beauty,0,5,Five stars. Easy to use and the irritation is solid.
R0001963,beauty,1,1,One star. The scent was misleading in the description.
R0001964,electronics,1,5,Love it — charging is great and it works as expected.
R0001965,pet,1,5,Surprisingly good. The taste exceeded my expectations.
R0001966,electronics,1,4,Surprisingly good. The setup exceeded my expectations.
R0001967,home,1,5,Five stars. Easy to use and the packaging is solid.
R0001968,fitness,1,2,Poor quality. The comfort is frustrating to deal with.
R0001969,beauty,1,5,Surprisingly good. The hydrating exceeded my expectations.
R0001970,electronics,1,3,It’s okay. The bluetooth is fine but nothing special.
R0001971,home,1,5,Five stars. Easy to use and the instructions is solid.
R0001972,fitness,1,5,Great value. Fast shipping and the durable is excellent.
R0001973,electronics,1,3,It’s okay. The bluetooth is fine but nothing special.
R0001974,home,1,5,Surprisingly good. The delivery exceeded my expectations.
R0001975,home,1,4,Love it — size is great and it works as expected.
R0001976,beauty,1,4,Five stars. Easy to use and the texture is solid.
R0001977,home,0,5,Five stars. Easy to use and the instructions is solid.
R0001978,electronics,1,5,Surprisingly good. The charging exceeded my expectations.
R0001979,pet,1,5,Love it — smell is great and it works as expected.
R0001980,home,1,3,It’s okay. The instructions is fine but nothing special.
R0001981,home,1,5,Great value. Fast shipping and the assembly is excellent.
R0001982,beauty,1,3,It’s okay. The skin is fine but nothing special.
R0001983,home,1,2,Not worth it. The assembly failed after a week.
R0001984,home,1,5,Love it — assembly is great and it works as expected.
R0001985,electronics,1,5,Five stars. Easy to use and the bluetooth is solid.
R0001986,home,0,4,Love it — assembly is great and it works as expected.
R0001987,pet,0,5,Surprisingly good. The smell exceeded my expectations.
R0001988,home,1,5,Surprisingly good. The size exceeded my expectations.
R0001989,fitness,0,3,It’s okay. The durable is fine but nothing special.
R0001990,home,0,5,Five stars. Easy to use and the quality is solid.
R0001991,pet,1,5,Surprisingly good. The my cat exceeded my expectations.
R0001992,fitness,1,5,Great value. Fast shipping and the durable is excellent.
R0001993,home,0,5,Great value. Fast shipping and the instructions is excellent.
R0001994,electronics,1,5,Love it — bluetooth is great and it works as expected.
R0001995,home,1,1,Poor quality. The assembly is frustrating to deal with.
R0001996,electronics,0,5,Great value. Fast shipping and the battery life is excellent.
R0001997,electronics,0,5,Five stars. Easy to use and the battery life is solid.
R0001998,home,1,5,Love it — packaging is great and it works as expected.
R0001999,electronics,0,4,Surprisingly good. The battery life exceeded my expectations.
R0002000,fitness,1,3,It’s okay. The grip is fine but nothing special.
R0002001,pet,1,3,It’s okay. The my dog is fine but nothing special.
R0002002,pet,1,4,Great value. Fast shipping and the my dog is excellent.
R0002003,electronics,0,5,Surprisingly good. The sound quality exceeded my expectations.
R0002004,pet,1,5,Five stars. Easy to use and the ingredients is solid.
R0002005,beauty,0,5,Surprisingly good. The skin exceeded my expectations.
R0002006,home,1,3,Average. The packaging meets the basics.
R0002007,home,0,4,Surprisingly good. The quality exceeded my expectations.
R0002008,fitness,1,4,Surprisingly good. The workout exceeded my expectations.
R0002009,home,1,5,Great value. Fast shipping and the size is excellent.
R0002010,electronics,1,4,Five stars. Easy to use and the setup is solid.
R0002011,home,1,4,Five stars. Easy to use and the quality is solid.
R0002012,pet,1,4,Surprisingly good. The training exceeded my expectations.
R0002013,fitness,1,2,Not worth it. The fit failed after a week.
R0002014,pet,1,5,Great value. Fast shipping and the my cat is excellent.
R0002015,beauty,1,5,Five stars. Easy to use and the scent is solid.
R0002016,home,1,2,Not worth it. The delivery failed after a week.
R0002017,electronics,1,1,Disappointed — the charging is not good and support was unhelpful.
R0002018,home,1,5,Great value. Fast shipping and the quality is excellent.
R0002019,electronics,0,5,Great value. Fast shipping and the bluetooth is excellent.
R0002020,home,0,5,Five stars. Easy to use and the quality is solid.
R0002021,electronics,0,5,Five stars. Easy to use and the battery life is solid.
R0002022,electronics,1,5,Love it — setup is great and it works as expected.
R0002023,beauty,1,5,Surprisingly good. The texture exceeded my expectations.
R0002024,home,1,3,It’s okay. The delivery is fine but nothing special.
R0002025,beauty,0,4,Great value. Fast shipping and the hydrating is excellent.
R0002026,home,1,1,One star. The quality was misleading in the description.
R0002027,beauty,1,4,Five stars. Easy to use and the skin is solid.
R0002028,home,1,1,Disappointed — the size is not good and support was unhelpful.
R0002029,electronics,0,1,Not worth it. The battery life failed after a week.
R0002030,beauty,1,5,Love it — value is great and it works as expected.
R0002031,fitness,0,3,It’s okay. The fit is fine but nothing special.
R0002032,beauty,1,2,Disappointed — the value is not good and support was unhelpful.
R0002033,beauty,1,4,Surprisingly good. The scent exceeded my expectations.
R0002034,home,1,5,Great value. Fast shipping and the assembly is excellent.
R0002035,electronics,1,3,Decent overall. The screen could be better.
R0002036,pet,1,5,Love it — ingredients is great and it works as expected.
R0002037,home,0,5,Love it — size is great and it works as expected.
R0002038,beauty,1,3,Average. The scent meets the basics.
R0002039,pet,1,1,Not worth it. The ingredients failed after a week.
R0002040,pet,1,5,Surprisingly good. The smell exceeded my expectations.
R0002041,pet,0,1,Disappointed — the my cat is not good and support was unhelpful.
R0002042,home,1,4,Surprisingly good. The quality exceeded my expectations.
R0002043,electronics,0,5,Five stars. Easy to use and the charging is solid.
R0002044,beauty,1,4,Great value. Fast shipping and the value is excellent.
R0002045,pet,1,3,Decent overall. The taste could be better.
R0002046,home,1,4,Surprisingly good. The packaging exceeded my expectations.
R0002047,beauty,1,4,Great value. Fast shipping and the value is excellent.
R0002048,fitness,1,2,Disappointed — the grip is not good and support was unhelpful.
R0002049,electronics,1,4,Love it — charging is great and it works as expected.
R0002050,beauty,1,5,Great value. Fast shipping and the hydrating is excellent.
R0002051,electronics,1,4,Great value. Fast shipping and the bluetooth is excellent.
R0002052,home,1,4,Love it — packaging is great and it works as expected.
R0002053,pet,1,1,Disappointed — the ingredients is not good and support was unhelpful.
R0002054,home,0,5,Love it — delivery is great and it works as expected.
R0002055,electronics,1,3,Decent overall. The charging could be better.
R0002056,fitness,0,3,It’s okay. The comfort is fine but nothing special.
R0002057,home,1,5,Love it — quality is great and it works as expected.
R0002058,pet,1,4,Love it — my dog is great and it works as expected.
R0002059,home,1,1,One star. The instructions was misleading in the description.
R0002060,home,1,4,Surprisingly good. The instructions exceeded my expectations.
R0002061,beauty,0,3,Average. The texture meets the basics.
R0002062,beauty,0,5,Five stars. Easy to use and the texture is solid.
R0002063,fitness,1,5,Surprisingly good. The durable exceeded my expectations.
R0002064,electronics,0,5,Love it — setup is great and it works as expected.
R0002065,home,1,5,Great value. Fast shipping and the instructions is excellent.
R0002066,beauty,1,3,It’s okay. The hydrating is fine but nothing special.
R0002067,home,1,5,Surprisingly good. The assembly exceeded my expectations.
R0002068,home,0,4,Surprisingly good. The quality exceeded my expectations.
R0002069,electronics,1,4,Great value. Fast shipping and the setup is excellent.
R0002070,home,1,4,Love it — instructions is great and it works as expected.
R0002071,electronics,0,5,Love it — charging is great and it works as expected.
R0002072,electronics,0,4,Surprisingly good. The bluetooth exceeded my expectations.
R0002073,electronics,0,3,Average. The charging meets the basics.
R0002074,electronics,1,4,Surprisingly good. The screen exceeded my expectations.
R0002075,home,0,4,Love it — assembly is great and it works as expected.
R0002076,beauty,1,3,Average. The scent meets the basics.
R0002077,fitness,1,5,Great value. Fast shipping and the fit is excellent.
R0002078,electronics,1,5,Five stars. Easy to use and the setup is solid.
R0002079,beauty,1,3,It’s okay. The hydrating is fine but nothing special.
R0002080,home,1,5,Surprisingly good. The delivery exceeded my expectations.
R0002081,home,0,5,Surprisingly good. The assembly exceeded my expectations.
R0002082,pet,1,1,One star. The taste was misleading in the description.
R0002083,fitness,1,4,Great value. Fast shipping and the grip is excellent.
R0002084,fitness,1,5,Great value. Fast shipping and the comfort is excellent.
R0002085,pet,0,3,It’s okay. The taste is fine but nothing special.
R0002086,fitness,1,4,Five stars. Easy to use and the sweat is solid.
R0002087,electronics,1,3,Decent overall. The sound quality could be better.
R0002088,electronics,0,4,Surprisingly good. The battery life exceeded my expectations.
R0002089,beauty,1,3,It’s okay. The irritation is fine but nothing special.
R0002090,electronics,1,2,Disappointed — the bluetooth is not good and support was unhelpful.
R0002091,fitness,1,5,Surprisingly good. The sweat exceeded my expectations.
R0002092,fitness,1,2,Poor quality. The fit is frustrating to deal with.
R0002093,pet,1,4,Great value. Fast shipping and the ingredients is excellent.
R0002094,home,1,5,Love it — packaging is great and it works as expected.
R0002095,home,1,5,Great value. Fast shipping and the packaging is excellent.
R0002096,electronics,1,2,Poor quality. The bluetooth is frustrating to deal with.
R0002097,electronics,1,4,Five stars. Easy to use and the charging is solid.
R0002098,fitness,0,5,Surprisingly good. The durable exceeded my expectations.
R0002099,electronics,1,5,Surprisingly good. The charging exceeded my expectations.
R0002100,fitness,0,5,Love it — sweat is great and it works as expected.
R0002101,home,1,5,Love it — quality is great and it works as expected.
R0002102,beauty,0,5,Surprisingly good. The hydrating exceeded my expectations.
R0002103,home,0,4,Five stars. Easy to use and the instructions is solid.
R0002104,beauty,1,5,Five stars. Easy to use and the scent is solid.
R0002105,pet,1,4,Love it — my dog is great and it works as expected.
R0002106,pet,1,3,Average. The ingredients meets the basics.
R0002107,fitness,1,5,Love it — comfort is great and it works as expected.
R0002108,fitness,1,3,Average. The comfort meets the basics.
R0002109,fitness,0,3,Decent overall. The comfort could be better.
R0002110,pet,1,5,Five stars. Easy to use and the my cat is solid.
R0002111,home,1,4,Love it — quality is great and it works as expected.
R0002112,electronics,1,5,Surprisingly good. The battery life exceeded my expectations.
R0002113,electronics,1,5,Surprisingly good. The setup exceeded my expectations.
R0002114,electronics,0,5,Surprisingly good. The setup exceeded my expectations.
R0002115,electronics,1,5,Five stars. Easy to use and the bluetooth is solid.
R0002116,electronics,1,1,Disappointed — the sound quality is not good and support was unhelpful.
R0002117,fitness,0,5,Great value. Fast shipping and the sweat is excellent.
R0002118,electronics,1,5,Love it — setup is great and it works as expected.
R0002119,pet,1,5,Five stars. Easy to use and the my dog is solid.
R0002120,electronics,1,4,Great value. Fast shipping and the setup is excellent.
R0002121,home,1,5,Great value. Fast shipping and the size is excellent.
R0002122,pet,1,5,Great value. Fast shipping and the training is excellent.
R0002123,fitness,1,1,Poor quality. The sweat is frustrating to deal with.
R0002124,pet,1,5,Surprisingly good. The my dog exceeded my expectations.
R0002125,home,1,5,Love it — size is great and it works as expected.
R0002126,pet,1,5,Great value. Fast shipping and the my cat is excellent.
R0002127,beauty,0,4,Great value. Fast shipping and the skin is excellent.
R0002128,home,1,2,One star. The instructions was misleading in the description.
R0002129,electronics,0,5,Great value. Fast shipping and the charging is excellent.
R0002130,electronics,1,5,Great value. Fast shipping and the setup is excellent.
R0002131,home,1,3,It’s okay. The assembly is fine but nothing special.
R0002132,home,1,2,Poor quality. The quality is frustrating to deal with.
R0002133,electronics,1,4,Great value. Fast shipping and the battery life is excellent.
R0002134,home,1,5,Surprisingly good. The packaging exceeded my expectations.
R0002135,fitness,1,3,Decent overall. The comfort could be better.
R0002136,pet,0,4,Five stars. Easy to use and the taste is solid.
R0002137,electronics,1,2,Poor quality. The setup is frustrating to deal with.
R0002138,fitness,1,5,Surprisingly good. The durable exceeded my expectations.
R0002139,beauty,0,3,Average. The value meets the basics.
R0002140,home,1,5,Five stars. Easy to use and the quality is solid.
R0002141,home,1,3,Decent overall. The packaging could be better.
R0002142,beauty,0,4,Love it — texture is great and it works as expected.
R0002143,home,1,5,Love it — instructions is great and it works as expected.
R0002144,electronics,0,4,Love it — battery life is great and it works as expected.
R0002145,electronics,1,5,Surprisingly good. The charging exceeded my expectations.
R0002146,home,1,4,Great value. Fast shipping and the instructions is excellent.
R0002147,electronics,0,5,Five stars. Easy to use and the charging is solid.
R0002148,home,0,5,Five stars. Easy to use and the assembly is solid.
R0002149,electronics,1,4,Five stars. Easy to use and the battery life is solid.
R0002150,beauty,1,4,Great value. Fast shipping and the hydrating is excellent.
R0002151,fitness,1,4,Surprisingly good. The comfort exceeded my expectations.
R0002152,beauty,1,5,Surprisingly good. The irritation exceeded my expectations.
R0002153,electronics,0,1,Disappointed — the bluetooth is not good and support was unhelpful.
R0002154,beauty,0,4,Five stars. Easy to use and the scent is solid.
R0002155,home,0,5,Five stars. Easy to use and the packaging is solid.
R0002156,beauty,1,5,Great value. Fast shipping and the texture is excellent.
R0002157,electronics,1,5,Five stars. Easy to use and the bluetooth is solid.
R0002158,electronics,0,3,Decent overall. The bluetooth could be better.
R0002159,electronics,0,2,Disappointed — the setup is not good and support was unhelpful.
R0002160,electronics,0,5,Love it — charging is great and it works as expected.
R0002161,electronics,1,1,One star. The battery life was misleading in the description.
R0002162,fitness,1,4,Five stars. Easy to use and the grip is solid.
R0002163,home,1,4,Five stars. Easy to use and the delivery is solid.
R0002164,pet,1,5,Surprisingly good. The my dog exceeded my expectations.
R0002165,fitness,0,4,Great value. Fast shipping and the workout is excellent.
R0002166,pet,1,1,One star. The smell was misleading in the description.
R0002167,home,1,5,Great value. Fast shipping and the assembly is excellent.
R0002168,pet,1,5,Great value. Fast shipping and the my cat is excellent.
R0002169,fitness,0,2,One star. The durable was misleading in the description.
R0002170,pet,1,5,Five stars. Easy to use and the ingredients is solid.
R0002171,electronics,1,5,Great value. Fast shipping and the screen is excellent.
R0002172,fitness,1,5,Five stars. Easy to use and the workout is solid.
R0002173,fitness,1,4,Love it — comfort is great and it works as expected.
R0002174,fitness,1,4,Surprisingly good. The grip exceeded my expectations.
R0002175,home,0,2,Not worth it. The delivery failed after a week.
R0002176,electronics,0,5,Love it — sound quality is great and it works as expected.
R0002177,electronics,1,4,Great value. Fast shipping and the setup is excellent.
R0002178,beauty,1,4,Surprisingly good. The irritation exceeded my expectations.
R0002179,beauty,1,4,Love it — scent is great and it works as expected.
R0002180,electronics,1,4,Great value. Fast shipping and the battery life is excellent.
R0002181,fitness,1,5,Great value. Fast shipping and the sweat is excellent.
R0002182,home,1,4,Great value. Fast shipping and the instructions is excellent.
R0002183,fitness,0,5,Love it — grip is great and it works as expected.
R0002184,pet,1,4,Great value. Fast shipping and the taste is excellent.
R0002185,electronics,1,5,Great value. Fast shipping and the battery life is excellent.
R0002186,fitness,1,4,Great value. Fast shipping and the sweat is excellent.
R0002187,beauty,0,5,Five stars. Easy to use and the hydrating is solid.
R0002188,home,1,3,It’s okay. The quality is fine but nothing special.
R0002189,pet,1,5,Great value. Fast shipping and the ingredients is excellent.
R0002190,electronics,1,4,Surprisingly good. The charging exceeded my expectations.
R0002191,pet,0,1,One star. The taste was misleading in the description.
R0002192,fitness,1,5,Great value. Fast shipping and the comfort is excellent.
R0002193,fitness,0,5,Five stars. Easy to use and the durable is solid.
R0002194,fitness,1,2,Not worth it. The grip failed after a week.
R0002195,pet,1,1,Not worth it. The taste failed after a week.
R0002196,pet,0,2,Poor quality. The my cat is frustrating to deal with.
R0002197,electronics,1,3,It’s okay. The screen is fine but nothing special.
R0002198,electronics,1,5,Love it — battery life is great and it works as expected.
R0002199,fitness,0,4,Surprisingly good. The fit exceeded my expectations.
R0002200,home,1,4,Great value. Fast shipping and the assembly is excellent.
R0002201,electronics,1,1,One star. The screen was misleading in the description.
R0002202,beauty,1,4,Love it — value is great and it works as expected.
R0002203,home,1,5,Surprisingly good. The assembly exceeded my expectations.
R0002204,electronics,1,5,Surprisingly good. The bluetooth exceeded my expectations.
R0002205,electronics,1,5,Love it — sound quality is great and it works as expected.
R0002206,pet,1,3,Average. The training meets the basics.
R0002207,home,1,3,Average. The packaging meets the basics.
R0002208,fitness,1,3,Average. The sweat meets the basics.
R0002209,beauty,1,4,Five stars. Easy to use and the texture is solid.
R0002210,electronics,1,5,Great value. Fast shipping and the setup is excellent.
R0002211,electronics,0,5,Five stars. Easy to use and the screen is solid.
R0002212,beauty,1,3,Average. The value meets the basics.
R0002213,pet,1,4,Love it — smell is great and it works as expected.
R0002214,home,0,4,Surprisingly good. The delivery exceeded my expectations.
R0002215,fitness,0,5,Surprisingly good. The comfort exceeded my expectations.
R0002216,pet,0,5,Surprisingly good. The training exceeded my expectations.
R0002217,home,1,5,Five stars. Easy to use and the packaging is solid.
R0002218,beauty,1,3,Average. The scent meets the basics.
R0002219,fitness,0,5,Five stars. Easy to use and the durable is solid.
R0002220,beauty,0,4,Five stars. Easy to use and the skin is solid.
R0002221,electronics,1,3,Decent overall. The battery life could be better.
R0002222,beauty,1,5,Great value. Fast shipping and the skin is excellent.
R0002223,fitness,1,5,Great value. Fast shipping and the workout is excellent.
R0002224,pet,1,3,Decent overall. The ingredients could be better.
R0002225,beauty,1,1,One star. The texture was misleading in the description.
R0002226,electronics,1,5,Love it — battery life is great and it works as expected.
R0002227,home,1,5,Great value. Fast shipping and the packaging is excellent.
R0002228,fitness,0,4,Great value. Fast shipping and the grip is excellent.
R0002229,home,0,3,Average. The packaging meets the basics.
R0002230,electronics,1,2,Poor quality. The battery life is frustrating to deal with.
R0002231,electronics,1,3,Decent overall. The setup could be better.
R0002232,home,1,4,Great value. Fast shipping and the assembly is excellent.
R0002233,fitness,1,5,Surprisingly good. The grip exceeded my expectations.
R0002234,pet,1,5,Surprisingly good. The training exceeded my expectations.
R0002235,beauty,1,2,Not worth it. The scent failed after a week.
R0002236,pet,0,4,Love it — ingredients is great and it works as expected.
R0002237,electronics,1,5,Surprisingly good. The battery life exceeded my expectations.
R0002238,electronics,1,5,Five stars. Easy to use and the charging is solid.
R0002239,pet,1,5,Five stars. Easy to use and the ingredients is solid.
R0002240,home,1,4,Great value. Fast shipping and the size is excellent.
R0002241,fitness,0,3,Decent overall. The sweat could be better.
R0002242,home,1,5,Five stars. Easy to use and the packaging is solid.
R0002243,pet,0,5,Surprisingly good. The my cat exceeded my expectations.
R0002244,home,1,3,It’s okay. The quality is fine but nothing special.
R0002245,fitness,0,5,Surprisingly good. The workout exceeded my expectations.
R0002246,pet,1,1,Not worth it. The my dog failed after a week.
R0002247,home,1,5,Great value. Fast shipping and the assembly is excellent.
R0002248,pet,1,1,Poor quality. The taste is frustrating to deal with.
R0002249,beauty,0,5,Love it — hydrating is great and it works as expected.
R0002250,electronics,1,3,Decent overall. The screen could be better.
R0002251,home,0,5,Love it — size is great and it works as expected.
R0002252,home,1,5,Surprisingly good. The delivery exceeded my expectations.
R0002253,fitness,1,4,Surprisingly good. The workout exceeded my expectations.
R0002254,fitness,1,5,Five stars. Easy to use and the fit is solid.
R0002255,home,1,4,Love it — delivery is great and it works as expected.
R0002256,electronics,1,2,Poor quality. The battery life is frustrating to deal with.
R0002257,beauty,0,4,Great value. Fast shipping and the scent is excellent.
R0002258,home,1,4,Great value. Fast shipping and the size is excellent.
R0002259,electronics,1,4,Love it — bluetooth is great and it works as expected.
R0002260,home,0,5,Five stars. Easy to use and the size is solid.
R0002261,beauty,0,1,One star. The scent was misleading in the description.
R0002262,home,1,5,Five stars. Easy to use and the quality is solid.
R0002263,fitness,0,3,It’s okay. The workout is fine but nothing special.
R0002264,home,0,5,Five stars. Easy to use and the size is solid.
R0002265,pet,1,4,Great value. Fast shipping and the training is excellent.
R0002266,beauty,1,4,Surprisingly good. The texture exceeded my expectations.
R0002267,electronics,1,5,Five stars. Easy to use and the sound quality is solid.
R0002268,beauty,1,5,Surprisingly good. The scent exceeded my expectations.
R0002269,electronics,1,4,Love it — bluetooth is great and it works as expected.
R0002270,home,1,5,Surprisingly good. The quality exceeded my expectations.
R0002271,home,0,2,Poor quality. The delivery is frustrating to deal with.
R0002272,electronics,0,4,Five stars. Easy to use and the bluetooth is solid.
R0002273,electronics,0,2,Not worth it. The charging failed after a week.
R0002274,home,1,5,Five stars. Easy to use and the assembly is solid.
R0002275,fitness,1,5,Great value. Fast shipping and the durable is excellent.
R0002276,fitness,1,4,Surprisingly good. The sweat exceeded my expectations.
R0002277,home,1,4,Five stars. Easy to use and the instructions is solid.
R0002278,electronics,1,5,Love it — screen is great and it works as expected.
